user_id,name,surname,email,birth_date,nationality,marital_status,sex,height,weight,phone,country,city,state,zip_code,latitude,longitude,job_title,salary,salary_currency,employment_status,company_name,company_size,years_experience,job_satisfaction,work_from_home_days,commute_time_minutes,vacation_days,start_date,education_level,field_of_study,university,graduation_year,student_debt,gpa,blood_type,has_insurance,is_smoker,last_medical_check,bmi,bmi_category,weekly_exercise_hours,alcohol_consumption,diet_type,sleep_hours,chronic_conditions,allergies,number_of_children,dependents,living_with_parents,household_size,spouse_employed,annual_household_income,credit_score,housing_cost,food_expenses,transportation_cost,debt_amount,savings,investment_portfolio_value,monthly_disposable_income,has_mortgage
464,Zenon,Martinez,zenon.martinez68@gmail.com,1990-04-11,South Africa,Separated,Male,164,89,+27 72 679 1948,South Africa,Menlo Park,Menlo Park,0060,-25.7711,28.3078,Designer,4088.0,USD,Part-time,Samsung Design,Enterprise (5000+),11,Satisfied,4,81,29,2015-07-13,Technical,Design,Community College,2010.0,0.0,,A-,Yes,No,2024-10-03,33.1,Obese,4,Low,Omnivore,6.9,None,Dust,0,0,No,2,Yes,104541.27,631,1399.79,409.65,244.71,6462.51,10408.61,9934.1,2033.84,Yes
465,Landon,Barker,landon.barker61@outlook.com,1967-09-30,Sweden,Widowed,Male,163,117,+46 74 250 444,Sweden,Bara,Skåne,233 62,55.5833,13.2,Developer,8158.0,USD,Contract,Google,Enterprise (5000+),33,Very Satisfied,5,34,35,1993-07-18,Technical,Computer Science,Vocational School,1988.0,0.0,,A-,Yes,Yes,2026-04-17,44.0,Obese,1,Low,Omnivore,7.3,Hypertension,None,4,4,No,5,Not Married,98171.91,734,2786.12,1355.77,674.53,7519.79,18787.12,53216.75,3341.59,Yes
466,Florencia,Cano,florencia.cano17@gmail.com,1976-10-19,Peru,Single,Male,200,110,+51 999 488 397,Peru,El Alfalfar,Amazonas,01001,-6.2477,-77.8565,Designer,5262.0,USD,Full-time,Philips Design,Large (501-5000),23,Satisfied,0,12,34,2003-07-16,Bachelor,Design,USP,1999.0,2855.75,3.48,A-,Yes,No,2026-01-21,27.5,Overweight,3,Low,Omnivore,6.7,None,None,0,0,No,1,Not Married,64114.46,529,1240.6,609.8,295.44,1769.03,18817.86,34062.23,3116.16,No
467,Camilo,Cedillo,camilo.cedillo43@outlook.com,2001-08-09,Colombia,Divorced,Male,187,81,+57 330 495 5404,Colombia,Anori,Antioquia,052850,7.1833,-75.0667,Scientist,5950.0,USD,Full-time,Novozymes,Medium (51-500),0,Satisfied,3,58,20,2026-07-10,PhD,Science,Yale,2030.0,63387.35,3.45,AB+,Yes,Yes,2025-12-30,23.2,Normal,5,Moderate,Omnivore,8.3,None,None,0,0,No,1,Not Married,74116.81,555,1191.02,869.89,632.65,2087.42,22058.71,16874.24,3256.44,No
468,Adán,Mena,adán.mena38@yahoo.com,1978-02-24,United States,Separated,Female,170,93,+1 753-436-3274,United States,Fairbanks,Alaska,99707,64.8378,-147.7164,Scientist,8228.0,USD,Full-time,Amgen,Large (501-5000),24,Satisfied,5,116,32,2002-07-16,Master,Science,Oxford,2002.0,36209.97,3.36,B+,Yes,No,2026-05-17,32.2,Obese,5,None,Omnivore,6.1,None,Medication,0,0,No,2,Yes,193486.39,763,2674.15,955.45,624.38,1008.33,36331.37,45926.15,3974.02,Yes
469,Elisa,Sanches,elisa.sanches11@outlook.com,1988-09-06,Costa Rica,Single,Female,189,55,+506 6195 4351,Costa Rica,San Ramón,Provincia de Alajuela,20201,10.0873,-84.4699,Farmer,2244.0,USD,Full-time,Huerta de la Vega,Small (1-50),15,Satisfied,5,3,27,2011-07-14,No degree,,,,0.0,,B-,Yes,No,2024-07-10,15.4,Underweight,11,Moderate,Omnivore,7.2,None,None,2,2,No,3,Not Married,24961.77,659,587.4,290.68,262.47,3974.71,10280.65,23140.38,1103.46,Yes
470,Tamiko,Hebert,tamiko.hebert62@gmail.com,1976-07-05,South Korea,Widowed,Female,184,109,+82 19 9432 9286,South Korea,애월읍,제주특별자치도,63046,33.4697,126.3469,Developer,7000.0,USD,Full-time,GitHub,Small (1-50),25,Satisfied,3,51,34,2001-07-16,Technical,Computer Science,Technical Institute,1996.0,0.0,,B-,Yes,No,2025-08-26,32.2,Obese,4,Moderate,Omnivore,7.7,None,None,4,4,No,5,Not Married,90094.11,740,2663.54,923.19,531.47,4455.8,13778.22,9316.18,2881.79,Yes
471,Evan,Banks,evan.banks37@gmail.com,1976-12-23,Japan,Separated,Male,160,69,+81 74 2827 8701,Japan,Matsuna,Aichi Ken,498-0042,35.0772,136.7531,Doctor,8032.0,USD,Full-time,Johnson & Johnson,Enterprise (5000+),19,Satisfied,2,113,33,2007-07-15,PhD,Medicine,Imperial College,2005.0,47912.52,3.55,A+,Yes,No,2025-12-10,27.0,Overweight,4,None,Omnivore,7.9,None,None,0,0,No,2,No,100374.49,748,2261.14,1127.54,888.48,2463.77,38397.91,99886.64,3754.84,No
472,Jonas,Perez,jonas.perez9@outlook.com,1980-10-26,Russia,Single,Male,168,108,+7 905 988-66-35,Russia,Зарево,Адыгея Республика,385445,45.0069,40.075,Doctor,8339.0,USD,Full-time,Mayo Clinic,Enterprise (5000+),16,Very Satisfied,3,40,31,2010-07-14,PhD,Medicine,Princeton,2009.0,36358.33,3.22,AB-,No,No,2025-07-13,38.3,Obese,2,High,Mediterranean,7.6,None,Pollen,0,0,No,1,Not Married,91588.45,686,2057.84,1341.72,592.58,7562.74,29670.74,85761.27,4346.86,Yes
473,Stacey,Long,stacey.long69@yahoo.com,1974-05-26,Ukraine,Single,Male,197,110,+380 77 702 5085,Ukraine,Канів,Cherkaska,19003,49.7518,31.46,Chef,4129.0,USD,Full-time,Momofuku Restaurant Group,Large (501-5000),29,Satisfied,0,16,31,1997-07-17,No degree,,,,0.0,,O-,Yes,No,2026-01-06,28.3,Overweight,6,Low,Vegetarian,7.2,None,None,1,1,No,2,Not Married,48223.51,646,1681.77,696.45,375.48,4568.47,10906.07,21209.96,1375.29,Yes
474,Jacqualine,Mccarty,jacqualine.mccarty42@gmail.com,1996-02-27,Malaysia,Divorced,Female,197,113,+60 1840 410 608,Malaysia,Nusajaya,Johor,79100,1.4835,103.6341,Farmer,2176.0,USD,Freelance,John Deere Ibérica,Large (501-5000),10,Neutral,5,48,25,2016-07-12,High School,,Private High School,2014.0,0.0,2.84,O-,Yes,Yes,2025-12-02,29.1,Overweight,5,High,Omnivore,7.7,None,Pollen,2,2,No,3,Not Married,27627.75,586,737.85,315.28,235.71,1253.4,10368.18,7784.75,887.16,No
475,Abram,Tran,abram.tran36@gmail.com,1983-02-14,Australia,Separated,Male,183,58,+61 433 176 818,Australia,Williamsdale,Australian Capital Territory,2620,-35.4404,149.2114,Teacher,4954.0,USD,Full-time,Open English,Small (1-50),18,Satisfied,1,50,31,2008-07-14,Bachelor,Education,University of Tokyo,2005.0,16237.92,3.17,B+,Yes,No,2025-08-11,17.3,Underweight,9,Low,Mediterranean,8.2,None,None,2,2,No,4,Yes,112851.26,782,1253.23,685.3,346.58,1489.6,22676.65,39742.57,2668.9,No
476,Salvatore,Hewitt,salvatore.hewitt93@outlook.com,1971-05-17,Sweden,Widowed,Male,157,88,+46 76 697 718,Sweden,Vallentuna,Stockholm,186 44,59.5344,18.0776,Artist,4837.0,USD,Contract,DreamWorks Animation,Large (501-5000),37,Satisfied,5,100,33,1989-07-19,High School,Arts,Local High School,1989.0,0.0,2.35,A-,Yes,No,2026-01-09,35.7,Obese,2,High,Keto,7.0,"Hypertension, Arthritis",Pollen,2,2,No,3,Not Married,57170.74,794,1573.28,640.18,425.77,1673.04,17511.97,25362.55,2197.77,Yes
477,Irene,Guerrero,irene.guerrero10@yahoo.com,2000-10-22,Costa Rica,Widowed,Male,154,62,+506 7158 7422,Costa Rica,San Juan,Provincia de Alajuela,20606,10.1198,-84.4155,Farmer,1478.0,USD,Full-time,Corteva Agriscience España,Large (501-5000),6,Unsatisfied,3,22,26,2020-07-11,No degree,,,,0.0,,O+,Yes,No,2024-10-12,26.1,Overweight,6,High,Omnivore,7.9,None,None,1,1,No,2,Not Married,17229.06,627,310.58,183.27,82.63,248.44,6277.31,12083.2,901.53,No
478,Florinda,Clements,florinda.clements43@gmail.com,1975-01-18,India,Divorced,Female,181,114,+91 87999 24240,India,Kondul Island,Andaman & Nicobar Islands,744302,9.1833,92.7667,Scientist,8782.0,USD,Full-time,Thermo Fisher Scientific Iberia,Large (501-5000),26,Very Satisfied,5,82,35,2000-07-16,Master,Science,ETH Zurich,1999.0,20421.26,3.54,A-,Yes,No,2025-07-13,34.8,Obese,2,Moderate,Omnivore,7.2,None,None,2,2,No,3,Not Married,109554.57,751,3746.46,1486.21,775.46,3687.68,17615.93,52508.27,2773.87,Yes
479,Nu,Poole,nu.poole10@yahoo.com,1989-09-15,Turkey,Single,Female,169,68,+90 520 358 3572,Turkey,Korucak,Adiyaman,02600,38.0652,38.3765,Developer,4956.0,USD,Full-time,Amazon,Enterprise (5000+),10,Very Satisfied,5,20,23,2016-07-12,Bachelor,Computer Science,UNAM,2012.0,20700.09,3.53,B-,Yes,No,2025-08-30,23.8,Normal,6,Low,Vegetarian,7.3,None,None,2,2,No,3,Not Married,63851.96,600,1667.11,637.49,512.0,297.09,21679.76,17468.62,2139.4,Yes
480,Jamison,Wilson,jamison.wilson90@outlook.com,1990-05-18,United Kingdom,Widowed,Male,160,90,+44 7725 136 431,United Kingdom,Kilnsea,England,WV8 6AD,53.7244,-0.1277,Teacher,3938.0,USD,Full-time,Superprof,Small (1-50),12,Neutral,0,48,28,2014-07-13,Bachelor,Education,UNAM,2012.0,8195.49,3.35,O-,Yes,No,2025-08-25,35.2,Obese,3,None,Omnivore,5.8,None,None,2,2,No,3,Not Married,45760.13,645,992.7,402.08,295.94,6167.56,16862.16,27940.15,2247.28,No
481,Jermaine,Kelley,jermaine.kelley94@yahoo.com,1967-07-21,Sri Lanka,Single,Male,166,108,+94 79 560 112,Sri Lanka,Kulugammana,Central Province,20048,7.3154,80.5887,Chef,5120.0,USD,Full-time,Compass Group,Enterprise (5000+),35,Satisfied,2,59,33,1991-07-19,No degree,,,,0.0,,O-,Yes,No,2026-03-30,39.2,Obese,2,High,Omnivore,8.0,"Diabetes, Arthritis",None,2,2,No,3,Not Married,66157.9,798,1436.26,836.04,386.45,244.93,15001.41,34955.52,2461.25,Yes
482,Camie,Lang,camie.lang98@outlook.com,1977-03-02,Poland,Divorced,Female,162,116,+48 574 574 432,Poland,Suszki,Lower Silesia,59-700,51.1954,15.5729,Artist,5329.0,USD,Full-time,DreamWorks Animation,Large (501-5000),29,Very Satisfied,5,59,35,1997-07-17,High School,Arts,Technical High School,1995.0,0.0,2.81,O+,Yes,No,2025-10-14,44.2,Obese,3,Low,Mediterranean,7.8,Hypertension,"Pollen, Dust",2,2,No,3,Not Married,58834.03,727,1655.44,613.86,365.2,4395.75,18385.1,20015.66,2694.5,No
483,Debbi,Dyer,debbi.dyer34@gmail.com,1967-11-24,Australia,Single,Female,161,66,+61 462 734 558,Australia,Acton,Australian Capital Territory,2601,-35.2777,149.1183,Developer,9405.0,USD,Full-time,Microsoft,Enterprise (5000+),33,Satisfied,1,69,31,1993-07-18,Technical,Computer Science,Vocational School,1988.0,0.0,,AB+,Yes,Yes,2025-07-10,25.5,Overweight,1,None,Vegetarian,6.8,None,None,1,1,No,2,Not Married,120646.48,616,3849.48,1056.55,1070.53,7923.03,28338.51,21072.01,3428.44,Yes
484,Edmund,Christian,edmund.christian2@outlook.com,1981-07-26,Sweden,Divorced,Male,175,76,+46 71 341 890,Sweden,Stockholm-Arlanda,Stockholm,190 46,59.6352,17.9125,Engineer,6112.0,USD,Full-time,Siemens,Enterprise (5000+),15,Very Satisfied,5,6,28,2011-07-14,Master,Engineering,University of Melbourne,2006.0,38660.87,3.73,AB-,Yes,No,2025-09-27,24.8,Normal,6,None,Mediterranean,8.8,None,None,1,1,No,2,Not Married,79352.74,773,1489.91,1052.55,330.02,4139.92,26112.5,56223.19,3239.52,No
485,José,Duran,josé.duran17@gmail.com,2002-11-30,Malta,Divorced,Male,194,84,+356 7194 1597,Malta,Fgura,Il-Fgura,FGR,35.8728,14.5203,Engineer,2984.0,USD,Full-time,Schneider Electric,Enterprise (5000+),1,Unsatisfied,3,45,17,2025-07-10,Technical,Engineering,Vocational School,2023.0,0.0,,AB-,Yes,No,2025-08-06,22.3,Normal,9,High,Mediterranean,7.9,None,None,2,2,No,3,Not Married,38540.25,685,765.19,416.75,268.46,2371.02,6357.22,8489.67,1533.6,No
486,Macati,Fernandes,macati.fernandes70@outlook.com,2003-09-01,Portugal,Divorced,Female,188,79,+351 948 136 579,Portugal,Águeda,Aveiro,3750-140,40.5609,-8.463,Designer,2640.0,USD,Full-time,Pentagram,Small (1-50),0,Very Unsatisfied,1,70,21,2026-07-10,Bachelor,Design,USP,2026.0,13756.29,2.62,AB-,Yes,Yes,2024-12-04,22.4,Normal,3,None,Mediterranean,8.5,None,None,1,1,No,2,Not Married,32015.74,642,799.72,344.73,147.83,4423.78,7644.17,13711.85,1347.72,No
487,Elene,Ripa,elene.ripa56@gmail.com,1978-10-23,Italy,Separated,Female,177,70,+39 337 576 4264,Italy,Villetta Barrea,Abruzzi,67030,41.7765,13.9389,Chef,4381.0,USD,Full-time,El Celler de Can Roca,Small (1-50),27,Satisfied,1,31,34,1999-07-17,High School,Culinary Arts,Local High School,1997.0,0.0,3.41,A-,Yes,No,2025-10-17,22.3,Normal,8,Moderate,Omnivore,8.9,None,None,1,1,No,3,No,47628.91,676,1597.39,600.39,435.15,4361.87,8654.09,23788.05,1748.08,Yes
488,Hipolito,Stokes,hipolito.stokes3@yahoo.com,1965-06-15,Canada,Separated,Male,178,62,+1 675-204-6867,Canada,Calgary (Montgomery / Bowness / Silver Springs / Greenwood),Alberta,V8Y 9Z6,51.0915,-114.2073,Farmer,3909.0,USD,Contract,Corteva Agriscience España,Large (501-5000),38,Satisfied,4,109,31,1988-07-19,No degree,,,,0.0,,O-,Yes,No,2025-12-26,19.6,Normal,10,None,Omnivore,7.3,None,Pollen,2,2,No,4,Yes,92525.94,720,1658.77,430.62,258.76,3747.14,10884.0,27808.61,1560.85,Yes
489,Seymour,Castaneda,seymour.castaneda93@outlook.com,1966-06-01,United Kingdom,Married,Male,152,94,+44 7182 326 725,United Kingdom,Pollington,England,TC8 7RG,53.6709,-1.0724,Farmer,4832.0,USD,Full-time,Rijk Zwaan,Medium (51-500),40,Very Satisfied,5,3,34,1986-07-20,No degree,,,,0.0,,B-,Yes,No,2026-05-12,40.7,Obese,0,High,Omnivore,6.2,Hypertension,None,1,1,No,3,Yes,100379.4,752,1563.69,829.98,263.83,1829.8,10297.64,27088.59,2174.5,Yes
490,Leontine,Hickman,leontine.hickman75@yahoo.com,1975-06-03,Singapore,Separated,Female,177,108,+65 99268 6489,Singapore,Park Street,Park Street,018927,1.2752,103.8537,Developer,8060.0,USD,Part-time,Basecamp,Small (1-50),29,Satisfied,4,97,33,1997-07-17,Technical,Computer Science,Vocational School,1995.0,0.0,,AB-,Yes,No,2025-11-15,34.5,Obese,3,None,Mediterranean,6.8,"Hypertension, Diabetes",None,2,2,No,4,No,94615.22,720,1655.8,1038.01,714.33,658.48,43927.68,26709.33,4651.87,No
491,Apolónio,Bento,apolónio.bento72@yahoo.com,1984-09-05,Portugal,Separated,Male,188,100,+351 964 909 680,Portugal,Bertufo,Aveiro,3750-013,40.5797,-8.3093,Chef,4052.0,USD,Full-time,Mugaritz,Small (1-50),23,Satisfied,0,40,32,2003-07-16,No degree,,,,0.0,,A-,Yes,No,2025-12-28,28.3,Overweight,4,Low,Omnivore,7.9,None,None,2,2,No,4,Yes,102111.54,705,1307.27,453.34,403.82,475.37,11578.05,7773.29,1887.57,Yes
492,Rick,Vaughan,rick.vaughan96@gmail.com,1991-08-15,Sri Lanka,Single,Male,185,88,+94 77 863 753,Sri Lanka,Dolosbage,Central Province,20510,7.0808,80.4693,Scientist,6616.0,USD,Full-time,Merck Group,Enterprise (5000+),4,Satisfied,3,97,16,2022-07-11,PhD,Science,Yale,2020.0,25514.87,3.25,AB-,Yes,No,2025-11-11,25.7,Overweight,8,High,Omnivore,8.1,None,Pollen,2,2,No,3,Not Married,83614.71,634,2147.46,1066.68,368.86,11724.18,33573.19,85642.35,3033.0,Yes
493,Anisha,Solomon,anisha.solomon4@gmail.com,2005-10-01,Canada,Separated,Female,182,100,+1 358-765-3570,Canada,Calgary (Connaught / West Victoria Park),Alberta,S7S 4O6,51.0412,-114.0762,Farmer,1184.0,USD,Full-time,Corteva Agriscience España,Large (501-5000),2,Very Unsatisfied,3,75,20,2024-07-10,No degree,,,,0.0,,A-,Yes,No,2025-04-29,30.2,Obese,1,High,Mediterranean,6.5,Hypertension,None,0,0,No,2,Yes,26348.05,631,387.25,118.92,117.43,681.27,3928.9,4270.25,560.41,No
494,Raimunda,Garcia,raimunda.garcia13@outlook.com,1970-01-30,Algeria,Widowed,Female,189,50,+213 644 61 49 86,Algeria,Badriane,Adrar,01001,29.3382,0.3404,Chef,4962.0,USD,Full-time,The French Laundry,Medium (51-500),38,Very Satisfied,4,5,34,1988-07-19,No degree,,,,0.0,,B+,Yes,Yes,2025-12-03,14.0,Underweight,4,Moderate,Pescatarian,8.7,Arthritis,None,1,1,No,2,Not Married,58659.92,850,1023.55,661.76,335.66,0.0,20394.37,35893.6,2941.04,No
495,Sherill,Ruiz,sherill.ruiz3@gmail.com,1991-09-24,Singapore,Separated,Female,187,86,+65 97859 6641,Singapore,Cross Street,Cross Street,048417,1.2827,103.8482,Artist,2981.0,USD,Full-time,Laika Studios,Small (1-50),16,Satisfied,4,24,33,2010-07-14,High School,Arts,Private High School,2010.0,0.0,3.49,B+,Yes,No,2024-11-10,24.6,Normal,4,None,Omnivore,8.5,None,Pollen,1,1,No,3,No,35361.23,756,818.6,342.75,157.93,2005.97,11651.22,27572.71,1661.71,No
496,Kacie,Casey,kacie.casey20@yahoo.com,1969-02-26,Canada,Separated,Female,157,59,+1 548-713-7421,Canada,Calgary (Sandstone / Harvest Hills / Coventry Hills / Panorama Hills / Beddington),Alberta,H0A 8C7,51.1563,-114.0572,Developer,8624.0,USD,Full-time,Adobe,Large (501-5000),30,Satisfied,5,112,35,1996-07-17,Master,Computer Science,University of Melbourne,1993.0,29108.55,3.83,AB-,Yes,No,2026-04-17,23.9,Normal,12,High,Vegetarian,7.7,None,Pollen,2,2,No,4,Yes,225864.8,751,2118.47,1301.0,995.87,1044.36,45002.52,57215.75,4208.66,Yes
497,Porter,Morton,porter.morton59@yahoo.com,1996-01-09,Thailand,Widowed,Male,200,96,+66 84 846 263,Thailand,Phaya Thai,Bangkok,10400,13.7625,100.531,Scientist,5950.0,USD,Part-time,Thermo Fisher Scientific Iberia,Large (501-5000),0,Satisfied,1,2,16,2026-07-10,PhD,Science,Imperial College,2024.0,52750.32,3.6,B-,Yes,No,2025-05-02,24.0,Normal,3,Moderate,Mediterranean,8.1,None,Pollen,0,0,No,1,Not Married,78425.19,591,1660.74,711.07,707.13,9557.97,33428.89,89856.19,2871.05,No
498,Habacuc,Cei,habacuc.cei22@outlook.com,1994-05-23,Brazil,Divorced,Male,186,85,+55 57 93765-7010,Brazil,Maribondo,Alagoas ,57670-000,-9.5509,-36.3403,Farmer,1992.0,USD,Full-time,John Deere Ibérica,Large (501-5000),10,Very Unsatisfied,1,98,30,2016-07-12,High School,,Local High School,2012.0,0.0,2.04,B+,Yes,No,2025-10-31,24.6,Normal,11,None,Vegetarian,8.4,None,None,2,2,No,3,Not Married,24328.29,644,816.63,241.32,102.05,2892.02,5594.04,13630.52,832.01,Yes
499,Shea,Cole,shea.cole54@outlook.com,1983-03-08,United Kingdom,Widowed,Female,155,63,+44 7536 880 184,United Kingdom,Swanland,England,HH8 0KB,53.7373,-0.4917,Scientist,7235.0,USD,Full-time,Biogen,Large (501-5000),16,Satisfied,0,44,35,2010-07-14,Master,Science,Oxford,2007.0,40222.94,3.11,B+,Yes,No,2026-05-03,26.2,Overweight,3,High,Mediterranean,7.8,None,None,2,2,No,3,Not Married,79229.19,704,1649.73,873.24,723.06,449.41,21105.19,31847.19,3988.98,No
500,Jamison,Hancock,jamison.hancock82@gmail.com,1998-01-08,Australia,Divorced,Male,193,106,+61 47 228 469,Australia,Hackett,Australian Capital Territory,2602,-35.2495,149.1635,Farmer,1565.0,USD,Full-time,Finca Moncloa,Small (1-50),6,Very Unsatisfied,4,114,22,2020-07-11,No degree,,,,0.0,,B-,Yes,Yes,2024-09-17,28.5,Overweight,1,None,Mediterranean,6.7,None,None,1,1,No,2,Not Married,17774.05,626,543.32,200.6,146.58,1641.39,7342.79,13266.96,674.5,No
501,Orville,Hooper,orville.hooper61@gmail.com,1993-12-30,New Zealand,Separated,Male,154,81,+64 28 424 341,New Zealand,New Lynn,Auckland,0640,-36.9069,174.687,Doctor,6019.0,USD,Full-time,Mayo Clinic,Enterprise (5000+),2,Satisfied,1,9,18,2024-07-10,PhD,Medicine,Caltech,2022.0,28375.96,3.5,B+,Yes,No,2024-10-11,34.2,Obese,5,High,Mediterranean,6.5,Hypertension,Pollen,1,1,No,3,Yes,155307.05,579,2357.6,954.57,418.76,8074.57,20605.27,56962.25,2288.07,Yes
502,Wilson,Martin,wilson.martin28@gmail.com,1967-04-14,Ukraine,Divorced,Male,164,69,+380 90 556 7513,Ukraine,Черкаси,Cherkaska,18034,49.4285,32.0621,Artist,4259.0,USD,Full-time,Walt Disney Studios,Enterprise (5000+),36,Neutral,1,64,31,1990-07-19,High School,Arts,Private High School,1985.0,0.0,2.63,B-,Yes,No,2025-11-30,25.7,Overweight,8,High,Omnivore,7.7,None,None,0,0,No,1,Not Married,50054.32,789,1539.59,522.89,391.87,356.39,16627.96,41509.2,1804.65,Yes
503,Hadrien,Humbert,hadrien.humbert65@yahoo.com,1996-01-17,France,Widowed,Male,150,90,+33 9 29 34 41 17,France,Paris 01,Île-de-France,75052 CEDEX 01,48.8592,2.3417,Designer,3595.0,USD,Contract,BMW Group Design,Large (501-5000),8,Unsatisfied,0,91,23,2018-07-12,Technical,Design,Technical Institute,2016.0,0.0,,A+,Yes,No,2026-01-10,40.0,Obese,1,None,Omnivore,6.8,None,"Pollen, Dust",2,2,No,3,Not Married,44608.9,589,1075.63,618.82,226.07,917.28,12904.84,36509.42,1674.48,Yes
504,James,Alvarez,james.alvarez73@outlook.com,2002-11-25,Poland,Single,Male,190,73,+48 632 815 206,Poland,Nowa,Lower Silesia,59-730,51.1936,15.5256,Artist,1782.0,USD,Full-time,Walt Disney Studios,Enterprise (5000+),4,Very Unsatisfied,0,69,19,2022-07-11,High School,Arts,Local High School,2021.0,0.0,2.47,AB+,Yes,No,2024-12-14,20.2,Normal,10,None,Keto,8.2,None,None,0,0,No,1,Not Married,22697.08,638,572.92,290.48,96.58,75.48,7904.33,17874.51,822.02,No
505,Gaby,Candia,gaby.candia30@outlook.com,1979-10-11,Italy,Widowed,Female,194,102,+39 352 940 2444,Italy,Ofena,Abruzzi,67025,42.3254,13.7586,Engineer,7668.0,USD,Full-time,Bechtel,Enterprise (5000+),22,Very Satisfied,5,71,34,2004-07-15,Technical,Engineering,Technical Institute,2000.0,0.0,,B-,Yes,No,2026-03-06,27.1,Overweight,7,Moderate,Omnivore,8.4,None,Dust,2,2,No,3,Not Married,86143.71,623,2736.97,1115.66,771.73,6800.43,19707.8,19195.08,3043.64,Yes
506,Ramiro,Godínez,ramiro.godínez10@outlook.com,2002-06-02,Peru,Single,Male,200,119,+51 943 715 488,Peru,Gorge,Amazonas,01200,-6.1,-77.5766,Engineer,3750.0,USD,Full-time,Stantec,Large (501-5000),4,Very Satisfied,5,12,16,2022-07-11,Technical,Engineering,Vocational School,2022.0,0.0,,A-,No,Yes,2026-01-07,29.8,Overweight,1,None,Vegetarian,7.9,None,None,1,1,No,2,Not Married,40944.53,613,1287.39,395.67,259.09,7175.15,18255.8,20226.79,1807.86,No
507,Donata,Soprano,donata.soprano8@gmail.com,1979-01-19,Italy,Divorced,Female,160,102,+39 311 654 5479,Italy,Rocca Pia,Abruzzi,67030,41.9343,13.9773,Engineer,8427.0,USD,Full-time,Worley,Medium (51-500),26,Satisfied,1,18,31,2000-07-16,Technical,Engineering,Technical Institute,1999.0,0.0,,B-,Yes,No,2026-02-07,39.8,Obese,2,None,Omnivore,7.7,None,None,0,0,No,1,Not Married,106614.53,668,3199.07,904.24,720.39,8032.82,33831.26,54151.27,3603.29,Yes
508,Bryce,Christensen,bryce.christensen92@yahoo.com,1998-09-11,Canada,Separated,Male,196,116,+1 376-858-1464,Canada,Redwood Meadows,Alberta,S1Z 2P0,51.0691,-114.4727,Developer,3609.0,USD,Full-time,Basecamp,Small (1-50),6,Satisfied,0,42,27,2020-07-11,Technical,Computer Science,Vocational School,2019.0,0.0,,AB+,Yes,No,2025-04-02,30.2,Obese,5,High,Omnivore,7.8,None,None,2,2,No,4,No,44266.53,511,741.28,425.4,219.99,8302.34,14335.53,8223.78,2222.33,No
509,Agnelo,Marcantonio,agnelo.marcantonio8@outlook.com,2001-06-13,Brazil,Separated,Male,175,111,+55 17 96141-3274,Brazil,Jundiá,Alagoas ,57965-000,-8.9406,-35.4996,Designer,2640.0,USD,Full-time,Frog Design,Medium (51-500),0,Neutral,3,34,15,2026-07-10,Bachelor,Design,UNAM,2023.0,18951.06,3.14,O-,Yes,Yes,2025-03-13,36.2,Obese,2,Low,Mediterranean,5.5,None,None,1,1,No,3,No,29109.31,563,715.15,467.05,158.69,3142.72,10863.74,24189.85,1299.11,No
510,Bryce,Bryant,bryce.bryant20@yahoo.com,1974-07-15,Thailand,Single,Male,176,110,+66 85 103 639,Thailand,Phasi Charoen,Bangkok,10160,13.7167,100.4333,Designer,6431.0,USD,Freelance,Apple,Enterprise (5000+),27,Satisfied,1,83,35,1999-07-17,Bachelor,Design,Harvard,1997.0,16273.54,2.87,B-,Yes,No,2025-10-27,35.5,Obese,2,Low,Omnivore,7.2,Hypertension,Pollen,2,2,No,3,Not Married,81415.58,794,1915.4,820.91,456.88,1357.86,18485.22,41291.25,3237.81,No
511,Yoan,Hardouin,yoan.hardouin3@outlook.com,1997-07-12,France,Married,Male,169,109,+33 6 84 24 44 26,France,Paris 02,Île-de-France,75002,48.8655,2.3426,Engineer,3578.0,USD,Full-time,Hilti,Medium (51-500),5,Satisfied,5,75,15,2021-07-11,Technical,Engineering,Vocational School,2018.0,0.0,,AB-,Yes,No,2025-07-10,38.2,Obese,3,Moderate,Omnivore,6.0,None,None,2,2,No,4,No,41577.41,533,1017.95,381.29,207.94,6044.74,17210.65,38312.18,1970.82,No
512,Alden,Erickson,alden.erickson11@yahoo.com,1978-02-19,Germany,Separated,Male,163,69,+49 179 622 4911,Germany,ACE Auto Club Europa e.V.,Baden-Württemberg,70369,48.8181,9.2405,Designer,5009.0,USD,Full-time,Pentagram,Small (1-50),21,Very Satisfied,4,74,34,2005-07-15,Bachelor,Design,USP,2000.0,13440.51,3.84,B+,Yes,No,2026-03-27,26.0,Overweight,5,Moderate,Omnivore,7.8,None,None,1,1,No,3,Yes,107147.71,693,1537.3,516.32,420.19,155.04,20756.66,27154.32,2535.19,Yes
